item,brand,retail,release,lowestAsk,highestBid,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,img_path
adidas Yeezy Boost 350 V2 Core Black Red (2016/2022),adidas,220,2016-11-23,281,330,2021,201,0.074616,13022,0.636,305,360,feetflix/adidas Yeezy Boost 350 V2 Core Black Red (2016-2022).jpg
Nike LeBron 20 All-Star,Nike,210,2023-02-16,135,222,600,120,0.226868,1471,-0.129,220,183,feetflix/Nike LeBron 20 All-Star.jpg
NikeCraft General Purpose Shoe Tom Sachs Archive Dark Sulfur,Nike,110,2022-09-02,110,301,1349,75,0.214831,18572,0.291,180,142,feetflix/NikeCraft General Purpose Shoe Tom Sachs Archive Dark Sulfur.jpg
Air Jordan 1 Retro High OG Atmosphere W,Jordan,170,2021-12-22,178,225,325,148,0.087932,11465,0.318,222,224,feetflix/Jordan 1 Retro High OG Atmosphere W.jpg
Air Jordan 1 Retro High OG Heritage,Jordan,170,2022-05-25,114,146,644,61,0.120031,20254,-0.259,172,126,feetflix/Jordan 1 Retro High OG Heritage.jpg
New Balance 2002R Protection Pack Pink,New Balance,150,2022-09-01,192,245,512,150,0.140074,2784,0.287,227,193,feetflix/New Balance 2002R Protection Pack Pink.jpg
Air Jordan 1 Low New Emerald GS,Jordan,95,2022-07-14,109,105,196,68,0.102844,1222,0.147,110,109,feetflix/Jordan 1 Low New Emerald GS.jpg
adidas Samba Vegan Black Gum,adidas,90,2021-06-16,76,118,372,25,0.202996,3648,0.745,127,158,feetflix/adidas Samba Vegan Black Gum.jpg
Air Jordan 1 Low Black White Grey,Jordan,90,2021-11-12,141,183,425,125,0.091032,3901,0.733,211,156,feetflix/Jordan 1 Low Black White Grey.jpg
Nike React Phantom Run Flyknit 2 White Black,Nike,140,2020-05-07,85,91,302,51,0.043448,1994,-0.153,147,119,feetflix/Nike React Phantom Run Flyknit 2 White Black.jpg
Air Jordan 1 Mid Alternate Bred 2022,Jordan,125,2022-12-14,89,91,248,64,0.052694,736,-0.288,108,89,feetflix/Jordan 1 Mid Alternate Bred 2022.jpg
New Balance 2002R Protection Pack Black Grey,New Balance,170,2021-08-20,149,170,429,138,0.117944,527,-0.176,194,140,feetflix/New Balance 2002R Protection Pack Black Grey.jpg
Nike Air Max 1 Premium Shima Shima 2023,Nike,160,2023-03-10,100,160,348,96,0.137433,390,-0.173,151,133,feetflix/Nike Air Max 1 Premium Shima Shima 2023.jpg
Air Jordan 1 Mid Ice Blue 2022 GS,Jordan,110,2022-10-22,102,104,172,75,0.099501,8380,0.065,117,118,feetflix/Jordan 1 Mid Ice Blue 2022 GS.jpg
Nike SB Dunk Low Pro QS Neckface,Nike,120,2022-10-27,134,236,1569,100,0.166463,8291,1.06,199,248,feetflix/Nike SB Dunk Low Pro QS Neckface.jpg
Nike Air Max 97 OG Golden Bullet 2023,Nike,185,2023-03-07,94,150,324,89,0.0772,1012,-0.351,126,120,feetflix/Nike Air Max 97 OG Golden Bullet 2023.jpg
Nike Dunk Low Team Gold,Nike,110,2022-05-01,118,131,212,105,0.067492,78,-0.018,132,108,feetflix/Nike Dunk Low Team Gold.jpg
Air Jordan 4 Retro Infrared,Jordan,200,2022-06-15,275,315,2043,0,0.09321,28551,0.691,261,339,feetflix/Jordan 4 Retro Infrared.jpg
Nike Dunk Low UCLA,Nike,100,2022-10-25,134,190,427,95,0.070527,17189,0.322,147,133,feetflix/Nike Dunk Low UCLA.jpg
adidas Yeezy Foam RNNR Sand,adidas,80,2021-03-26,223,254,551,108,0.073138,16031,2.075,195,246,feetflix/adidas Yeezy Foam RNNR Sand.jpg
UGG Tazz Slipper Chestnut W,UGG,120,2021-11-01,130,140,376,100,0.121773,14971,0.392,180,168,feetflix/UGG Tazz Slipper Chestnut W.jpg
Nike Zoom LeBron NXXT Gen I Promise,Nike,160,2023-02-10,135,200,375,119,0.09552,1097,0.267,177,203,feetflix/Nike Zoom LeBron NXXT Gen I Promise.jpg
Air Jordan 1 Mid Barely Grape GS,Jordan,110,2022-12-22,94,100,169,82,0.101136,976,0.108,115,122,feetflix/Jordan 1 Mid Barely Grape GS.jpg
Air Jordan 1 Retro High OG Dark Marina Blue,Jordan,170,2022-02-16,133,180,280,89,0.097681,19493,0.0,176,170,feetflix/Jordan 1 Retro High OG Dark Marina Blue.jpg
Air Jordan 1 Retro High Dark Mocha,Jordan,170,2020-10-31,429,500,1111,265,0.142113,9133,1.524,499,429,feetflix/Jordan 1 Retro High Dark Mocha.jpg
Air Jordan 1 Retro High OG Chicago Lost and Found GS,Jordan,140,2022-11-19,171,218,501,160,0.068537,8488,0.507,232,211,feetflix/Jordan 1 Retro High OG Chicago Lost and Found GS.jpg
Nike Dunk Low Coconut Milk,Nike,100,2022-03-01,120,187,439,95,0.192104,30288,0.44,170,144,feetflix/Nike Dunk Low Coconut Milk.jpg
Air Jordan 1 Low Shadow Toe,Jordan,100,2022-03-01,169,175,378,95,0.056985,29341,0.898,154,190,feetflix/Jordan 1 Low Shadow Toe.jpg
Air Jordan 4 Retro Military Black GS,Jordan,160,2022-05-21,200,335,646,140,0.219584,20772,1.125,263,340,feetflix/Jordan 4 Retro Military Black GS.jpg
UGG Tasman Slipper Chestnut W,UGG,100,2021-11-01,104,103,243,36,0.101252,15114,0.29,140,129,feetflix/UGG Tasman Slipper Chestnut W.jpg
Air Jordan 1 Retro Low OG Zion Williamson Voodoo,Jordan,170,2022-11-08,272,499,687,159,0.172386,11358,1.394,265,407,feetflix/Jordan 1 Retro Low OG Zion Williamson Voodoo.jpg
Air Jordan 1 Retro High OG Heirloom,Jordan,170,2022-09-17,120,153,505,91,0.145679,7244,-0.221,146,133,feetflix/Jordan 1 Retro High OG Heirloom.jpg
New Balance 990v5 Grey,New Balance,175,2019-02-13,128,185,352,50,0.343117,7158,-0.251,155,131,feetflix/New Balance 990v5 Grey.jpg
Nike Dunk Low Grey Panda Volt,Nike,110,2023-01-18,120,146,280,100,0.081846,1040,0.409,141,155,feetflix/Nike Dunk Low Grey Panda Volt.jpg
Nike Dunk Low Retro Canyon Rust W,Nike,110,2022-11-19,77,80,186,55,0.180863,246,-0.473,90,58,feetflix/Nike Dunk Low Retro Canyon Rust W.jpg
Air Jordan 1 Retro Low Golf Wolf Grey,Jordan,140,2022-01-20,145,170,319,74,0.067043,9888,0.071,176,150,feetflix/Jordan 1 Retro Low Golf Wolf Grey.jpg
Nike Dunk High Retro PRM Faded Spruce,Nike,135,2023-03-14,107,120,271,80,0.389557,226,-0.356,139,87,feetflix/Nike Dunk High Retro PRM Faded Spruce.jpg
adidas Yeezy Boost 700 Wave Runner,adidas,300,2017-11-01,357,425,647,223,0.086615,21744,0.257,362,377,feetflix/adidas Yeezy Boost 700 Wave Runner.jpg
Nike Air Max 1 Crepe Soft Grey,Nike,160,2023-02-24,100,195,267,80,0.109312,1476,0.031,180,165,feetflix/Nike Air Max 1 Crepe Soft Grey.jpg
Air Jordan 1 Elevate Low SE Lucky Green W,Jordan,145,2022-12-07,105,146,235,80,0.269515,1253,-0.241,138,110,feetflix/Jordan 1 Elevate Low SE Lucky Green W.jpg
Air Jordan 6 Retro Georgetown 2022,Jordan,200,2022-09-03,169,218,549,140,0.130892,11663,-0.085,209,183,feetflix/Jordan 6 Retro Georgetown 2022.jpg
Air Jordan 1 Low Diamond Shorts,Jordan,120,2022-02-09,136,200,261,95,0.117394,10718,0.433,145,172,feetflix/Jordan 1 Low Diamond Shorts.jpg
Nike Dunk Low Triple White 2021 W,Nike,100,2021-08-18,117,112,231,80,0.068586,8440,0.15,127,115,feetflix/Nike Dunk Low Triple White 2021 W.jpg
Nike Air Max Plus White,Nike,150,2019-01-01,103,131,308,40,0.1167,5048,-0.08,150,139,feetflix/Nike Air Max Plus White.jpg
Nike Dunk Low Ironstone,Nike,110,2023-02-21,141,171,282,120,0.056019,1321,0.273,154,140,feetflix/Nike Dunk Low Ironstone.jpg
Air Jordan 12 Retro Black Taxi,Jordan,200,2022-12-03,154,225,513,106,0.091412,7641,-0.005,203,199,feetflix/Jordan 12 Retro Black Taxi.jpg
Nike Dunk Low Retro PRM Halloween 2022,Nike,120,2022-10-27,100,135,244,60,0.109588,6345,0.167,129,140,feetflix/Nike Dunk Low Retro PRM Halloween 2022.jpg
Nike Air Max 97 OG Silver Bullet 2022,Nike,185,2022-11-11,118,185,298,90,0.124144,4539,-0.368,161,117,feetflix/Nike Air Max 97 OG Silver Bullet 2022.jpg
adidas Gazelle Bold Pink Glow W,adidas,120,2022-12-14,196,300,400,120,0.16726,1720,0.992,199,239,feetflix/adidas Gazelle Bold Pink Glow W.jpg
Nike Zoom Vomero 5 Photon Dust Metallic Silver W,Nike,160,2023-03-01,178,215,286,100,0.114719,439,0.288,180,206,feetflix/Nike Zoom Vomero 5 Photon Dust Metallic Silver W.jpg
adidas Yeezy Foam RNNR Stone Sage,adidas,90,2022-03-11,190,231,342,114,0.075863,23887,1.122,186,191,feetflix/adidas Yeezy Foam RNNR Stone Sage.jpg
Air Jordan 1 Mid Stealth W,Jordan,125,2022-12-05,125,141,208,95,0.069514,7114,0.358,146,170,feetflix/Jordan 1 Mid Stealth W.jpg
adidas Yeezy 700 V3 Azael,adidas,200,2019-12-23,250,265,1030,153,0.083423,9670,0.303,257,261,feetflix/adidas Yeezy 700 V3 Azael.jpg
Nike Dunk Low Magma Orange W,Nike,120,2022-09-27,137,188,260,75,0.11241,3333,0.4,138,168,feetflix/Nike Dunk Low Magma Orange W.jpg
Air Jordan 6 Retro Cool Grey GS ,Jordan,150,2023-02-25,108,135,274,40,0.140187,1089,-0.007,130,149,feetflix/Jordan 6 Retro Cool Grey GS .jpg
New Balance 9060 Blue Haze,New Balance,150,2021-08-20,176,240,284,127,0.110654,642,0.267,197,190,feetflix/New Balance 9060 Blue Haze.jpg
Crocs Mega Crush Sandal Black,Crocs,70,2023-01-12,76,76,229,79,0.073299,99,0.2,98,84,feetflix/Crocs Mega Crush Sandal Black.jpg
Air Jordan 4 Retro Lightning 2021,Jordan,220,2021-08-28,293,325,695,206,0.120526,13456,0.938,306,427,feetflix/Jordan 4 Retro Lightning 2021.jpg
Nike Dunk Low SE Fleece Pack Honeydew W,Nike,120,2022-11-16,136,150,274,106,0.085247,4473,0.283,144,154,feetflix/Nike Dunk Low SE Fleece Pack Honeydew W.jpg
Air Jordan 4 Retro Messy Room GS,Jordan,140,2022-11-05,119,135,697,102,0.06257,2967,0.064,153,149,feetflix/Jordan 4 Retro Messy Room GS.jpg
Air Jordan 1 Retro Low OG Doernbecher 2023,Jordan,120,2023-02-25,235,300,554,182,0.239977,1296,1.0,239,240,feetflix/Jordan 1 Retro Low OG Doernbecher 2023.jpg
Nike Air Foamposite One Penny PE,Nike,240,2023-04-07,219,265,414,195,0.075202,293,0.113,253,267,feetflix/Nike Air Foamposite One Penny PE.jpg
Air Jordan 11 Retro Low Cement Grey,Jordan,190,2023-04-01,230,300,366,180,0.057335,87,0.205,259,229,feetflix/Jordan 11 Retro Low Cement Grey.jpg
Air Jordan 1 Mid Diamond Shorts,Jordan,120,2022-02-09,145,205,314,60,0.141641,19665,0.258,169,151,feetflix/Jordan 1 Mid Diamond Shorts.jpg
UGG Classic Ultra Mini Chestnut W,UGG,140,2021-11-01,116,141,290,25,0.110306,17629,0.007,182,141,feetflix/UGG Classic Ultra Mini Chestnut W.jpg
Air Jordan 1 Retro High OG Brotherhood,Jordan,170,2022-02-24,112,135,451,95,0.100715,14336,-0.265,151,126,feetflix/Jordan 1 Retro High OG Brotherhood.jpg
Nike Dunk Low Medium Olive W,Nike,110,2022-09-09,186,245,421,126,0.063096,14133,1.072,195,228,feetflix/Nike Dunk Low Medium Olive W.jpg
Air Jordan 3 Retro Dark Iris,Jordan,200,2022-08-24,207,203,588,81,0.040218,11868,0.07,211,214,feetflix/Jordan 3 Retro Dark Iris.jpg
Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Black,Converse,125,2019-03-30,105,190,306,75,0.13543,9889,0.067,146,134,feetflix/Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Black.jpg
Nike Air Force 1 Low SP Supreme Wheat,Nike,150,2021-11-05,175,310,854,105,0.336756,6885,0.253,200,188,feetflix/Nike Air Force 1 Low SP Supreme Wheat.jpg
Nike Air VaporMax Plus Triple Red,Nike,200,2020-02-14,114,170,400,35,0.15098,1823,-0.33,173,134,feetflix/Nike Air VaporMax Plus Triple Red.jpg
Nike Dunk Low Retro Green Glow,Nike,120,2023-01-12,105,112,206,85,0.0,1043,-0.044,115,115,feetflix/Nike Dunk Low Retro Green Glow.jpg
Nike Air Force 1 '07 Low White Swoosh Panda,Nike,130,2023-01-31,90,122,212,75,0.060027,623,-0.238,118,99,feetflix/Nike Air Force 1 '07 Low White Swoosh Panda.jpg
Air Jordan 1 Mid Light Smoke Grey Anthracite,Jordan,120,2022-04-07,129,166,293,85,0.10692,12626,0.417,180,170,feetflix/Jordan 1 Mid Light Smoke Grey Anthracite.jpg
Air Jordan 1 Mid SE Light Iron Ore W,Jordan,120,2022-02-08,100,144,218,62,0.128089,5334,0.0,140,120,feetflix/Jordan 1 Mid SE Light Iron Ore W.jpg
Nike Air Max Terrascape Plus Black Anthracite,Nike,185,2022-10-10,115,104,311,95,0.186373,2635,-0.3,177,130,feetflix/Nike Air Max Terrascape Plus Black Anthracite.jpg
New Balance 2002R Off White,New Balance,120,2022-09-02,105,160,632,75,0.155017,1839,0.4,138,168,feetflix/New Balance 2002R Off White.jpg
Nike Air Max Plus Black Silver White,Nike,175,2022-07-01,134,161,418,102,0.0,1512,0.058,187,186,feetflix/Nike Air Max Plus Black Silver White.jpg
Nike KD 3 All-Star 2023,Nike,130,2023-02-10,130,171,399,64,0.073291,1026,0.1,176,143,feetflix/Nike KD 3 All-Star 2023.jpg
Nike Dunk High LXX Black Flax W,Nike,120,2022-11-19,88,110,227,55,0.22016,823,-0.316,129,83,feetflix/Nike Dunk High LXX Black Flax W.jpg
Air Jordan 1 Low Lucky Green,Jordan,110,2023-04-04,117,130,195,105,0.05213,200,0.182,135,130,feetflix/Jordan 1 Low Lucky Green.jpg
Nike Air Max 90 Terrascape Sail Sea Glass,Nike,140,2021-10-28,94,115,329,68,0.124989,10665,0.248,129,175,feetflix/Nike Air Max 90 Terrascape Sail Sea Glass.jpg
Nike Air Force 1 Mid Off-White Black,Nike,185,2022-06-23,128,185,450,80,0.142676,9191,-0.054,203,175,feetflix/Nike Air Force 1 Mid Off-White Black.jpg
Air Jordan 1 Retro Low OG Black Dark Powder Blue,Jordan,130,2022-07-29,125,175,499,95,0.082805,8722,0.485,162,193,feetflix/Jordan 1 Retro Low OG Black Dark Powder Blue.jpg
Crocs Pollex Clog by Salehe Bembury Kuwata,Crocs,85,2022-10-22,65,110,286,45,0.236392,4930,-0.059,86,80,feetflix/Crocs Pollex Clog by Salehe Bembury Kuwata.jpg
Common Projects Original Achilles White,Common Projects,415,2004-01-01,219,215,495,175,0.08555,3237,-0.494,246,210,feetflix/Common Projects Original Achilles White.jpg
Air Jordan 12 Retro Playoffs 2022,Jordan,210,2022-03-11,133,250,369,111,0.096022,16433,-0.048,225,200,feetflix/Jordan 12 Retro Playoffs 2022.jpg
Nike Dunk Low Championship Court Purple,Nike,100,2022-05-05,168,210,340,134,0.090336,15551,0.95,196,195,feetflix/Nike Dunk Low Championship Court Purple.jpg
Air Jordan 1 Mid Lakers 2022,Jordan,125,2022-09-17,91,140,261,79,0.174679,3536,-0.288,125,89,feetflix/Jordan 1 Mid Lakers 2022.jpg
New Balance 9060 Sea Salt White,New Balance,150,2023-01-14,145,204,287,111,0.162481,670,0.333,188,200,feetflix/New Balance 9060 Sea Salt White.jpg
Nike Dunk Low LX Pink Foam W,Nike,120,2022-12-10,122,126,317,104,0.048481,623,0.058,141,127,feetflix/Nike Dunk Low LX Pink Foam W.jpg
adidas Yeezy Slide Ochre,adidas,60,2021-12-13,102,159,255,65,0.108454,23520,1.367,131,142,feetflix/adidas Yeezy Slide Ochre.jpg
Air Jordan 1 Mid Split Black White W,Jordan,135,2022-09-22,115,155,257,90,0.135128,13879,0.289,145,174,feetflix/Jordan 1 Mid Split Black White W.jpg
Nike Dunk Low Venice W,Nike,100,2022-02-02,171,200,313,2,0.095312,13025,0.942,197,195,feetflix/Nike Dunk Low Venice W.jpg
Air Jordan 1 Retro High White University Blue Black,Jordan,170,2021-03-06,338,433,751,225,0.183877,11527,0.912,413,325,feetflix/Jordan 1 Retro High White University Blue Black.jpg
Nike SB Dunk Low Adobe,Nike,110,2023-02-22,114,169,300,66,0.077281,2723,0.409,138,155,feetflix/Nike SB Dunk Low Adobe.jpg
Nike Dunk Low Velvet Teal W,Nike,110,2022-11-30,98,130,341,88,0.122099,2049,-0.073,142,102,feetflix/Nike Dunk Low Velvet Teal W.jpg
Air Jordan 1 Retro Low OG SP Travis Scott Reverse Mocha,Jordan,150,2022-07-21,925,1240,3833,781,0.176719,9617,5.133,1195,920,feetflix/Jordan 1 Retro Low OG SP Travis Scott Reverse Mocha.jpg
New Balance 2002R Protection Pack Mirage Grey,New Balance,150,2022-04-01,133,200,541,100,0.106713,6127,0.373,171,207,feetflix/New Balance 2002R Protection Pack Mirage Grey.jpg
Nike Air Force 1 Low Triple Red,Nike,110,2020-02-01,96,140,273,37,0.158657,4604,-0.036,118,106,feetflix/Nike Air Force 1 Low Triple Red.jpg
Air Jordan 1 Mid Knicks,Jordan,125,2023-02-17,104,130,238,80,0.113417,922,0.0,124,125,feetflix/Jordan 1 Mid Knicks.jpg
New Balance 550 UNC White Dusk Blue W,New Balance,110,2023-01-08,109,140,252,85,0.15523,637,0.055,133,116,feetflix/New Balance 550 UNC White Dusk Blue W.jpg
Nike Dunk Low South Beach W,Nike,110,2023-03-01,149,191,274,120,0.084154,419,0.891,165,208,feetflix/Nike Dunk Low South Beach W.jpg
Nike Air Max Plus Triple Black,Nike,150,2017-12-20,132,131,240,92,0.092981,6395,0.086,153,163,feetflix/Nike Air Max Plus Triple Black.jpg
Nike Air Max 270 Triple Black,Nike,160,2018-03-16,95,100,215,55,0.040015,2963,-0.375,116,100,feetflix/Nike Air Max 270 Triple Black.jpg
Air Jordan 6 Retro Chrome Metallic Silver GS,Jordan,150,2022-11-26,112,142,244,96,0.14349,2186,-0.167,155,125,feetflix/Jordan 6 Retro Chrome Metallic Silver GS.jpg
Nike PG 6 What The,Nike,110,2022-12-03,110,165,400,90,0.0,1481,0.036,147,114,feetflix/Nike PG 6 What The.jpg
Nike Epic Phantom React Flyknit Black White,Nike,150,2019-05-02,75,70,300,60,0.066076,1391,-0.22,110,117,feetflix/Nike Epic Phantom React Flyknit Black White.jpg
Nike Air Dunk Jumbo Mint Foam,Nike,120,2023-03-01,113,125,310,91,0.179737,485,-0.133,135,104,feetflix/Nike Air Dunk Jumbo Mint Foam.jpg
Nike Dunk Low Retro White Grey,Nike,110,2022-09-14,132,167,325,102,0.100945,10540,0.387,153,153,feetflix/Nike Dunk Low Retro White Grey.jpg
Air Jordan 4 Retro Infrared GS,Jordan,160,2022-06-15,170,220,346,85,0.073858,10253,0.419,194,227,feetflix/Jordan 4 Retro Infrared GS.jpg
Air Jordan 1 Low Bred Toe GS,Jordan,75,2021-12-08,96,97,159,68,0.06263,8587,0.347,107,101,feetflix/Jordan 1 Low Bred Toe GS.jpg
Air Jordan 1 Low OG Bleached Coral,Jordan,130,2022-07-02,128,220,439,95,0.119127,8523,-0.015,158,128,feetflix/Jordan 1 Low OG Bleached Coral.jpg
Nike Blazer Low Off-White Black Electro Green,Nike,140,2022-04-08,60,125,429,41,0.119097,8309,-0.2,159,112,feetflix/Nike Blazer Low Off-White Black Electro Green.jpg
Nike LeBron 20 The Debut,Nike,200,2022-12-12,133,148,413,122,0.199094,1541,-0.2,203,160,feetflix/Nike LeBron 20 The Debut.jpg
Air Jordan 1 Low Desert W,Jordan,110,2022-12-23,103,135,213,81,0.146996,417,-0.009,126,109,feetflix/Jordan 1 Low Desert W.jpg
New Balance 327 Sea Salt Black W,New Balance,95,2022-08-19,113,125,245,72,0.063435,399,0.484,148,141,feetflix/New Balance 327 Sea Salt Black W.jpg
New Balance 2002R Protection Pack Grey,New Balance,170,2023-02-14,155,160,300,151,0.0,114,0.041,206,177,feetflix/New Balance 2002R Protection Pack Grey.jpg
Air Jordan 6 Retro Midnight Navy 2022,Jordan,190,2022-05-11,149,180,524,107,0.107741,13656,0.251,193,238,feetflix/Jordan 6 Retro Midnight Navy 2022.jpg
Air Jordan 1 Retro High Shadow 2.0,Jordan,170,2021-05-15,224,250,441,181,0.089888,6498,0.512,262,257,feetflix/Jordan 1 Retro High Shadow 2.0.jpg
New Balance 550 White Blue,New Balance,110,2020-12-01,77,95,366,56,0.208951,5270,-0.245,131,83,feetflix/New Balance 550 White Blue.jpg
Air Jordan 1 Mid SE Pastel Vivid Green Grind GS,Jordan,110,2022-03-25,87,87,172,59,0.100695,4225,0.065,110,118,feetflix/Jordan 1 Mid SE Pastel Vivid Green Grind GS.jpg
Nike Dunk Low Dark Driftwood W,Nike,110,2022-11-22,105,125,200,71,0.074185,4224,-0.045,131,105,feetflix/Nike Dunk Low Dark Driftwood W.jpg
Nike Air Force 1 Low College Pack Midnight Navy,Nike,130,2022-09-24,98,145,261,80,0.138343,1304,-0.115,147,115,feetflix/Nike Air Force 1 Low College Pack Midnight Navy.jpg
New Balance 327 Moonbeam Outerspace W,New Balance,90,2021-02-01,94,118,338,84,0.164366,1283,0.4,132,126,feetflix/New Balance 327 Moonbeam Outerspace W.jpg
Nike Dunk Low Active Fuchsia PS,Nike,75,2023-03-01,80,78,138,50,0.0,584,0.013,84,76,feetflix/Nike Dunk Low Active Fuchsia PS.jpg
Air Jordan 1 Mid Purple Mocha,Jordan,125,2022-04-01,83,107,332,75,0.062341,261,-0.048,126,119,feetflix/Jordan 1 Mid Purple Mocha.jpg
Air Jordan 11 Retro Low 72-10,Jordan,190,2022-05-14,173,220,410,93,0.072791,18924,0.105,197,210,feetflix/Jordan 11 Retro Low 72-10.jpg
Nike Blazer Mid 77 White Black (W),Nike,100,2020-04-01,63,83,152,40,0.127098,8656,-0.36,78,64,feetflix/Nike Blazer Mid 77 White Black (W).jpg
Air Jordan 1 Retro High Silver Toe (W),Jordan,170,2021-02-19,162,221,429,107,0.234042,4243,-0.041,206,163,feetflix/Jordan 1 Retro High Silver Toe (W).jpg
Nike Air Max 1 PRM Duck Pecan Yellow Ochre,Nike,160,2022-12-20,90,150,513,85,0.180726,2802,-0.238,148,122,feetflix/Nike Air Max 1 PRM Duck Pecan Yellow Ochre.jpg
Nike Dunk Low Light Iron Ore W,Nike,120,2022-11-03,129,152,215,95,0.070271,2414,-0.033,137,117,feetflix/Nike Dunk Low Light Iron Ore W.jpg
Nike Dunk Low Retro PRM Year of the Rabbit White Rabbit 2023,Nike,130,2023-01-18,142,172,330,120,0.060938,2311,0.192,185,155,feetflix/Nike Dunk Low Retro PRM Year of the Rabbit White Rabbit 2023.jpg
Nike Air Force 1 Low ValentineÕs Day 2023 W,Nike,150,2023-02-14,176,420,470,138,0.189542,2110,0.66,203,249,feetflix/Nike Air Force 1 Low ValentineÕs Day 2023 W.jpg
Air Jordan 1 Low SE Craft Taupe Haze,Jordan,130,2023-01-14,112,131,211,90,0.107812,1082,-0.046,134,124,feetflix/Jordan 1 Low SE Craft Taupe Haze.jpg
Air Jordan 3 Retro White Cement Reimagined PS,Jordan,90,2023-03-11,79,81,340,70,0.105684,265,0.115,101,101,feetflix/Jordan 3 Retro White Cement Reimagined PS.jpg
Air Jordan 1 Retro High OG Bleached Coral,Jordan,180,2022-07-02,234,265,1019,125,0.141207,32208,0.306,230,235,feetflix/Jordan 1 Retro High OG Bleached Coral.jpg
Nike Dunk Low Triple Pink GS,Nike,85,2022-06-01,182,300,434,105,0.153001,18591,2.247,190,276,feetflix/Nike Dunk Low Triple Pink GS.jpg
Air Jordan 1 Retro High OG Rebellionaire,Jordan,170,2022-03-12,139,325,1656,101,0.076191,17969,0.586,240,270,feetflix/Jordan 1 Retro High OG Rebellionaire.jpg
Crocs Classic Clog Lightning McQueen,Crocs,50,2021-04-27,165,171,623,75,0.136055,11253,3.7,152,235,feetflix/Crocs Classic Clog Lightning McQueen.jpg
Air Jordan 3 Retro Desert Elephant,Jordan,200,2022-07-30,164,230,448,125,0.140067,9555,-0.026,196,195,feetflix/Jordan 3 Retro Desert Elephant.jpg
Air Jordan 1 Retro High OG Bordeaux,Jordan,170,2021-11-20,140,170,309,85,0.147877,7590,-0.182,179,139,feetflix/Jordan 1 Retro High OG Bordeaux.jpg
Nike Air Max Correlate Black White Grey,Nike,120,2012-01-01,71,80,234,60,0.171623,7013,-0.333,91,80,feetflix/Nike Air Max Correlate Black White Grey.jpg
Nike Air Force 1 Low LE Triple White GS,Nike,75,2021-04-14,67,60,116,46,0.092719,4898,-0.093,76,68,feetflix/Nike Air Force 1 Low LE Triple White GS.jpg
New Balance 2002R Protection Pack Light Arctic Grey Purple,New Balance,150,2022-09-28,210,236,431,138,0.186165,4841,0.44,216,216,feetflix/New Balance 2002R Protection Pack Light Arctic Grey Purple.jpg
